current_ordinal	current_operation	current_process_outcome	current_provider_status	current_result_variant	normalized_leaf_id	request_artifact_expectation	session_field_state	url_observation_kind	url_session_relation	answer_field_state	raw_artifact_field_state	artifact_claim_result	send_predecessor_kind	prior_receipt_ids	prior_event_ids	provider_reason	provider_exit	payload_leaf	lifecycle_result_kind	lifecycle_reason	ok	lifecycle_status	lifecycle_exit	retryable	retry_owner	retry_delay_ms	retry_budget	receipt_count	receipt_sequence	persistence_event_sequence	side_effect	fixture_id	command_id	cwd	expected_provider_rc	expected_lifecycle_rc	state_oracle	receipt_oracle_sequence	side_effect_oracle
25	download	exit_0	artifact.recovery_failed	artifact_recovery_failed	N025.ae-optional.artifact-nonempty	ae.optional	present_nonempty_validated	conversation_url	same_session	absent	artifactExpectation_present_ae.optional_artifacts_present_nonempty_diagnostic	claim_failed_recovery	none	receipt.prior.answer_terminal	event.prior.AnswerTerminal	artifact.recovery_failed	0	payload.N025.ae-optional.artifact-nonempty	terminal.download_artifact_failure	artifact.recovery_failed	false	artifact.recovery_failed	0	false	none	0	0	2	receipt.prior.answer_terminal,receipt.failure.provider	event.prior.AnswerTerminal,event.ProviderArtifactClaimEstablishedR12,event.ProviderArtifactControlsDiscoveredR12,event.ProviderArtifactDownloadAttemptConsumedR12,event.ProviderArtifactClaimFailedR12,event.ProviderTerminalPersistedR12	artifact.claim.failure.persist	legal.N025.ae-optional.artifact-nonempty	cmd.N025.ae-optional.artifact-nonempty	stacks/gpt-webai-slot-pool	0	0	state.session.artifact_claim_failed	oracle.receipt.prior.answer_terminal.valid,oracle.receipt.failure.provider.valid	artifact.failure.no_canonical_artifact.valid
25	download	exit_0	artifact.recovery_failed	artifact_recovery_failed	N025.ae-required.artifact-empty	ae.required	present_nonempty_validated	conversation_url	same_session	absent	artifactExpectation_present_ae.required_artifacts_present_empty	claim_failed_recovery	none	receipt.prior.answer_terminal	event.prior.AnswerTerminal	artifact.recovery_failed	0	payload.N025.ae-required.artifact-empty	terminal.download_artifact_failure	artifact.recovery_failed	false	artifact.recovery_failed	0	false	none	0	0	2	receipt.prior.answer_terminal,receipt.failure.provider	event.prior.AnswerTerminal,event.ProviderArtifactClaimEstablishedR12,event.ProviderArtifactControlsDiscoveredR12,event.ProviderArtifactDownloadAttemptConsumedR12,event.ProviderArtifactClaimFailedR12,event.ProviderTerminalPersistedR12	artifact.claim.failure.persist	legal.N025.ae-required.artifact-empty	cmd.N025.ae-required.artifact-empty	stacks/gpt-webai-slot-pool	0	0	state.session.artifact_claim_failed	oracle.receipt.prior.answer_terminal.valid,oracle.receipt.failure.provider.valid	artifact.failure.no_canonical_artifact.valid
25	download	exit_0	artifact.recovery_failed	artifact_recovery_failed	N025.ae-required.artifact-nonempty	ae.required	present_nonempty_validated	conversation_url	same_session	absent	artifactExpectation_present_ae.required_artifacts_present_nonempty_diagnostic	claim_failed_recovery	none	receipt.prior.answer_terminal	event.prior.AnswerTerminal	artifact.recovery_failed	0	payload.N025.ae-required.artifact-nonempty	terminal.download_artifact_failure	artifact.recovery_failed	false	artifact.recovery_failed	0	false	none	0	0	2	receipt.prior.answer_terminal,receipt.failure.provider	event.prior.AnswerTerminal,event.ProviderArtifactClaimEstablishedR12,event.ProviderArtifactControlsDiscoveredR12,event.ProviderArtifactDownloadAttemptConsumedR12,event.ProviderArtifactClaimFailedR12,event.ProviderTerminalPersistedR12	artifact.claim.failure.persist	legal.N025.ae-required.artifact-nonempty	cmd.N025.ae-required.artifact-nonempty	stacks/gpt-webai-slot-pool	0	0	state.session.artifact_claim_failed	oracle.receipt.prior.answer_terminal.valid,oracle.receipt.failure.provider.valid	artifact.failure.no_canonical_artifact.valid
26	download	exit_0	done	done	N026.ae-claimed.artifact-nonempty	ae.claimed	present_nonempty_validated	conversation_url	same_session	absent	artifactExpectation_present_ae.claimed_artifacts_present_nonempty_saved	claim_satisfied_nonempty_saved	none	receipt.prior.answer_terminal	event.prior.AnswerTerminal	none	0	payload.N026.ae-claimed.artifact-nonempty	terminal.download_success	none	true	done	0	false	none	0	0	2	receipt.prior.answer_terminal,receipt.artifact.download	event.prior.AnswerTerminal,event.ProviderArtifactClaimEstablishedR12,event.ProviderArtifactControlsDiscoveredR12,event.ProviderArtifactDownloadAttemptConsumedR12,event.ProviderArtifactDownloadCompletedR12,event.ProviderArtifactClaimCompletedR12,event.ProviderTerminalPersistedR12	artifact.bundle.persist	legal.N026.ae-claimed.artifact-nonempty	cmd.N026.ae-claimed.artifact-nonempty	stacks/gpt-webai-slot-pool	0	0	state.session.artifact_claim_complete	oracle.receipt.prior.answer_terminal.valid,oracle.receipt.artifact.download.valid	artifact.side_effect.download.positive
26	download	exit_0	done	done	N026.ae-none.artifact-nonempty	ae.none	present_nonempty_validated	conversation_url	same_session	absent	artifactExpectation_present_ae.none_artifacts_present_nonempty_saved	claim_satisfied_nonempty_saved	none	receipt.prior.answer_terminal	event.prior.AnswerTerminal	none	0	payload.N026.ae-none.artifact-nonempty	terminal.download_success	none	true	done	0	false	none	0	0	2	receipt.prior.answer_terminal,receipt.artifact.download	event.prior.AnswerTerminal,event.ProviderArtifactClaimEstablishedR12,event.ProviderArtifactControlsDiscoveredR12,event.ProviderArtifactDownloadAttemptConsumedR12,event.ProviderArtifactDownloadCompletedR12,event.ProviderArtifactClaimCompletedR12,event.ProviderTerminalPersistedR12	artifact.bundle.persist	legal.N026.ae-none.artifact-nonempty	cmd.N026.ae-none.artifact-nonempty	stacks/gpt-webai-slot-pool	0	0	state.session.artifact_claim_complete	oracle.receipt.prior.answer_terminal.valid,oracle.receipt.artifact.download.valid	artifact.side_effect.download.positive
26	download	exit_0	done	done	N026.ae-none.artifact-zero	ae.none	present_nonempty_validated	conversation_url	same_session	absent	artifactExpectation_present_ae.none_artifacts_present_empty	claim_satisfied_zero_expectation_none	none	receipt.prior.answer_terminal	event.prior.AnswerTerminal	none	0	payload.N026.ae-none.artifact-zero	terminal.download_success	none	true	done	0	false	none	0	0	2	receipt.prior.answer_terminal,receipt.claim.zero	event.prior.AnswerTerminal,event.ProviderArtifactClaimEstablishedR12,event.ProviderArtifactControlsAbsentR12,event.ProviderArtifactClaimCompletedR12,event.ProviderTerminalPersistedR12	artifact.claim.zero.persist	legal.N026.ae-none.artifact-zero	cmd.N026.ae-none.artifact-zero	stacks/gpt-webai-slot-pool	0	0	state.session.artifact_claim_zero_complete	oracle.receipt.prior.answer_terminal.valid,oracle.receipt.claim.zero.valid	artifact.zero_effect.valid
26	download	exit_0	done	done	N026.ae-optional.artifact-nonempty	ae.optional	present_nonempty_validated	conversation_url	same_session	absent	artifactExpectation_present_ae.optional_artifacts_present_nonempty_saved	claim_satisfied_nonempty_saved	none	receipt.prior.answer_terminal	event.prior.AnswerTerminal	none	0	payload.N026.ae-optional.artifact-nonempty	terminal.download_success	none	true	done	0	false	none	0	0	2	receipt.prior.answer_terminal,receipt.artifact.download	event.prior.AnswerTerminal,event.ProviderArtifactClaimEstablishedR12,event.ProviderArtifactControlsDiscoveredR12,event.ProviderArtifactDownloadAttemptConsumedR12,event.ProviderArtifactDownloadCompletedR12,event.ProviderArtifactClaimCompletedR12,event.ProviderTerminalPersistedR12	artifact.bundle.persist	legal.N026.ae-optional.artifact-nonempty	cmd.N026.ae-optional.artifact-nonempty	stacks/gpt-webai-slot-pool	0	0	state.session.artifact_claim_complete	oracle.receipt.prior.answer_terminal.valid,oracle.receipt.artifact.download.valid	artifact.side_effect.download.positive
26	download	exit_0	done	done	N026.ae-optional.artifact-zero	ae.optional	present_nonempty_validated	conversation_url	same_session	absent	artifactExpectation_present_ae.optional_artifacts_present_empty	claim_satisfied_zero_optional_unclaimed	none	receipt.prior.answer_terminal	event.prior.AnswerTerminal	none	0	payload.N026.ae-optional.artifact-zero	terminal.download_success	none	true	done	0	false	none	0	0	2	receipt.prior.answer_terminal,receipt.claim.zero	event.prior.AnswerTerminal,event.ProviderArtifactClaimEstablishedR12,event.ProviderArtifactControlsAbsentR12,event.ProviderArtifactClaimCompletedR12,event.ProviderTerminalPersistedR12	artifact.claim.zero.persist	legal.N026.ae-optional.artifact-zero	cmd.N026.ae-optional.artifact-zero	stacks/gpt-webai-slot-pool	0	0	state.session.artifact_claim_zero_complete	oracle.receipt.prior.answer_terminal.valid,oracle.receipt.claim.zero.valid	artifact.zero_effect.valid
26	download	exit_0	done	done	N026.ae-required.artifact-nonempty	ae.required	present_nonempty_validated	conversation_url	same_session	absent	artifactExpectation_present_ae.required_artifacts_present_nonempty_saved	claim_satisfied_nonempty_saved	none	receipt.prior.answer_terminal	event.prior.AnswerTerminal	none	0	payload.N026.ae-required.artifact-nonempty	terminal.download_success	none	true	done	0	false	none	0	0	2	receipt.prior.answer_terminal,receipt.artifact.download	event.prior.AnswerTerminal,event.ProviderArtifactClaimEstablishedR12,event.ProviderArtifactControlsDiscoveredR12,event.ProviderArtifactDownloadAttemptConsumedR12,event.ProviderArtifactDownloadCompletedR12,event.ProviderArtifactClaimCompletedR12,event.ProviderTerminalPersistedR12	artifact.bundle.persist	legal.N026.ae-required.artifact-nonempty	cmd.N026.ae-required.artifact-nonempty	stacks/gpt-webai-slot-pool	0	0	state.session.artifact_claim_complete	oracle.receipt.prior.answer_terminal.valid,oracle.receipt.artifact.download.valid	artifact.side_effect.download.positive
27	download	exit_0	provider_limit	postclick_provider_limit	N027.ae-claimed.artifact-empty	ae.claimed	present_nonempty_validated	conversation_url	same_session	absent	artifactExpectation_present_ae.claimed_artifacts_present_empty	claim_failed_postclick_provider_limit	none	receipt.prior.answer_terminal	event.prior.AnswerTerminal	provider.limit	0	payload.N027.ae-claimed.artifact-empty	terminal.download_artifact_failure	provider.limit	false	provider_limit	0	false	none	0	0	2	receipt.prior.answer_terminal,receipt.failure.provider	event.prior.AnswerTerminal,event.ProviderArtifactClaimEstablishedR12,event.ProviderArtifactControlsDiscoveredR12,event.ProviderArtifactDownloadAttemptConsumedR12,event.ProviderArtifactClaimFailedR12,event.ProviderTerminalPersistedR12,event.ProviderSlotHealthUpdatedR12	artifact.claim.failure.persist	legal.N027.ae-claimed.artifact-empty	cmd.N027.ae-claimed.artifact-empty	stacks/gpt-webai-slot-pool	0	0	state.session.artifact_claim_failed	oracle.receipt.prior.answer_terminal.valid,oracle.receipt.failure.provider.valid	artifact.failure.no_canonical_artifact.valid
27	download	exit_0	provider_limit	postclick_provider_limit	N027.ae-claimed.artifact-nonempty	ae.claimed	present_nonempty_validated	conversation_url	same_session	absent	artifactExpectation_present_ae.claimed_artifacts_present_nonempty_diagnostic	claim_failed_postclick_provider_limit	none	receipt.prior.answer_terminal	event.prior.AnswerTerminal	provider.limit	0	payload.N027.ae-claimed.artifact-nonempty	terminal.download_artifact_failure	provider.limit	false	provider_limit	0	false	none	0	0	2	receipt.prior.answer_terminal,receipt.failure.provider	event.prior.AnswerTerminal,event.ProviderArtifactClaimEstablishedR12,event.ProviderArtifactControlsDiscoveredR12,event.ProviderArtifactDownloadAttemptConsumedR12,event.ProviderArtifactClaimFailedR12,event.ProviderTerminalPersistedR12,event.ProviderSlotHealthUpdatedR12	artifact.claim.failure.persist	legal.N027.ae-claimed.artifact-nonempty	cmd.N027.ae-claimed.artifact-nonempty	stacks/gpt-webai-slot-pool	0	0	state.session.artifact_claim_failed	oracle.receipt.prior.answer_terminal.valid,oracle.receipt.failure.provider.valid	artifact.failure.no_canonical_artifact.valid
27	download	exit_0	provider_limit	postclick_provider_limit	N027.ae-none.artifact-empty	ae.none	present_nonempty_validated	conversation_url	same_session	absent	artifactExpectation_present_ae.none_artifacts_present_empty	claim_failed_postclick_provider_limit	none	receipt.prior.answer_terminal	event.prior.AnswerTerminal	provider.limit	0	payload.N027.ae-none.artifact-empty	terminal.download_artifact_failure	provider.limit	false	provider_limit	0	false	none	0	0	2	receipt.prior.answer_terminal,receipt.failure.provider	event.prior.AnswerTerminal,event.ProviderArtifactClaimEstablishedR12,event.ProviderArtifactControlsDiscoveredR12,event.ProviderArtifactDownloadAttemptConsumedR12,event.ProviderArtifactClaimFailedR12,event.ProviderTerminalPersistedR12,event.ProviderSlotHealthUpdatedR12	artifact.claim.failure.persist	legal.N027.ae-none.artifact-empty	cmd.N027.ae-none.artifact-empty	stacks/gpt-webai-slot-pool	0	0	state.session.artifact_claim_failed	oracle.receipt.prior.answer_terminal.valid,oracle.receipt.failure.provider.valid	artifact.failure.no_canonical_artifact.valid
27	download	exit_0	provider_limit	postclick_provider_limit	N027.ae-none.artifact-nonempty	ae.none	present_nonempty_validated	conversation_url	same_session	absent	artifactExpectation_present_ae.none_artifacts_present_nonempty_diagnostic	claim_failed_postclick_provider_limit	none	receipt.prior.answer_terminal	event.prior.AnswerTerminal	provider.limit	0	payload.N027.ae-none.artifact-nonempty	terminal.download_artifact_failure	provider.limit	false	provider_limit	0	false	none	0	0	2	receipt.prior.answer_terminal,receipt.failure.provider	event.prior.AnswerTerminal,event.ProviderArtifactClaimEstablishedR12,event.ProviderArtifactControlsDiscoveredR12,event.ProviderArtifactDownloadAttemptConsumedR12,event.ProviderArtifactClaimFailedR12,event.ProviderTerminalPersistedR12,event.ProviderSlotHealthUpdatedR12	artifact.claim.failure.persist	legal.N027.ae-none.artifact-nonempty	cmd.N027.ae-none.artifact-nonempty	stacks/gpt-webai-slot-pool	0	0	state.session.artifact_claim_failed	oracle.receipt.prior.answer_terminal.valid,oracle.receipt.failure.provider.valid	artifact.failure.no_canonical_artifact.valid
27	download	exit_0	provider_limit	postclick_provider_limit	N027.ae-optional.artifact-empty	ae.optional	present_nonempty_validated	conversation_url	same_session	absent	artifactExpectation_present_ae.optional_artifacts_present_empty	claim_failed_postclick_provider_limit	none	receipt.prior.answer_terminal	event.prior.AnswerTerminal	provider.limit	0	payload.N027.ae-optional.artifact-empty	terminal.download_artifact_failure	provider.limit	false	provider_limit	0	false	none	0	0	2	receipt.prior.answer_terminal,receipt.failure.provider	event.prior.AnswerTerminal,event.ProviderArtifactClaimEstablishedR12,event.ProviderArtifactControlsDiscoveredR12,event.ProviderArtifactDownloadAttemptConsumedR12,event.ProviderArtifactClaimFailedR12,event.ProviderTerminalPersistedR12,event.ProviderSlotHealthUpdatedR12	artifact.claim.failure.persist	legal.N027.ae-optional.artifact-empty	cmd.N027.ae-optional.artifact-empty	stacks/gpt-webai-slot-pool	0	0	state.session.artifact_claim_failed	oracle.receipt.prior.answer_terminal.valid,oracle.receipt.failure.provider.valid	artifact.failure.no_canonical_artifact.valid
27	download	exit_0	provider_limit	postclick_provider_limit	N027.ae-optional.artifact-nonempty	ae.optional	present_nonempty_validated	conversation_url	same_session	absent	artifactExpectation_present_ae.optional_artifacts_present_nonempty_diagnostic	claim_failed_postclick_provider_limit	none	receipt.prior.answer_terminal	event.prior.AnswerTerminal	provider.limit	0	payload.N027.ae-optional.artifact-nonempty	terminal.download_artifact_failure	provider.limit	false	provider_limit	0	false	none	0	0	2	receipt.prior.answer_terminal,receipt.failure.provider	event.prior.AnswerTerminal,event.ProviderArtifactClaimEstablishedR12,event.ProviderArtifactControlsDiscoveredR12,event.ProviderArtifactDownloadAttemptConsumedR12,event.ProviderArtifactClaimFailedR12,event.ProviderTerminalPersistedR12,event.ProviderSlotHealthUpdatedR12	artifact.claim.failure.persist	legal.N027.ae-optional.artifact-nonempty	cmd.N027.ae-optional.artifact-nonempty	stacks/gpt-webai-slot-pool	0	0	state.session.artifact_claim_failed	oracle.receipt.prior.answer_terminal.valid,oracle.receipt.failure.provider.valid	artifact.failure.no_canonical_artifact.valid
27	download	exit_0	provider_limit	postclick_provider_limit	N027.ae-required.artifact-empty	ae.required	present_nonempty_validated	conversation_url	same_session	absent	artifactExpectation_present_ae.required_artifacts_present_empty	claim_failed_postclick_provider_limit	none	receipt.prior.answer_terminal	event.prior.AnswerTerminal	provider.limit	0	payload.N027.ae-required.artifact-empty	terminal.download_artifact_failure	provider.limit	false	provider_limit	0	false	none	0	0	2	receipt.prior.answer_terminal,receipt.failure.provider	event.prior.AnswerTerminal,event.ProviderArtifactClaimEstablishedR12,event.ProviderArtifactControlsDiscoveredR12,event.ProviderArtifactDownloadAttemptConsumedR12,event.ProviderArtifactClaimFailedR12,event.ProviderTerminalPersistedR12,event.ProviderSlotHealthUpdatedR12	artifact.claim.failure.persist	legal.N027.ae-required.artifact-empty	cmd.N027.ae-required.artifact-empty	stacks/gpt-webai-slot-pool	0	0	state.session.artifact_claim_failed	oracle.receipt.prior.answer_terminal.valid,oracle.receipt.failure.provider.valid	artifact.failure.no_canonical_artifact.valid
